episode,env_step,train_step,ver_reward(avg100env),fwd_reward(avg100env),lat_reward(avg100env),ver_reward(episode),fwd_reward(episode),lat_reward(episode)
1,29800,10423,-0.0755,-0.0870,-0.0677,-0.1748,-0.9208,-0.0817
1,29900,10448,-0.0950,-0.0782,-0.0579,-0.1745,-0.9180,-0.0817
1,30000,10473,-0.0665,-0.0691,-0.0664,-0.1742,-0.9151,-0.0816
1,30100,10498,-0.0570,-0.1546,-0.0629,-0.1738,-0.9126,-0.0815
1,30200,10523,-0.1922,-0.1318,-0.0587,-0.1738,-0.9100,-0.0815
1,30300,10548,-0.3000,-0.0655,-0.0641,-0.1743,-0.9072,-0.0814
1,30400,10573,-0.3430,-0.0617,-0.0625,-0.1748,-0.9045,-0.0814
1,30500,10598,-0.1704,-0.0633,-0.0624,-0.1748,-0.9017,-0.0813
1,30600,10623,-0.0918,-0.0847,-0.0683,-0.1745,-0.8990,-0.0812
1,30700,10648,-0.0791,-0.0860,-0.0680,-0.1742,-0.8964,-0.0812
